O60506,SYNCRIP,0.11475409836065574
P00558,PGK1,0.03278688524590164
P04075,ALDOA,0.08196721311475409
P05204,HMGN2,0.13114754098360656
P06493,CDK1;CDC2,0.6557377049180327
P11586,MTHFD1,0.03278688524590164
P12268,IMPDH2,0.04918032786885246
P13804,ETFA,0.03278688524590164
P16403,HIST1H1C,0.19672131147540983
P16615,ATP2A2,0.26229508196721313
P16949,STMN1,0.08196721311475409
P18077,RPL35A,0.06557377049180328
P18669,PGAM1,0.3114754098360656
P20290,BTF3,0.18032786885245902
P22234,PAICS,0.08196721311475409
P22314,UBA1,0.2786885245901639
P22626,HNRNPA2B1,0.36065573770491804
P27695,APEX1,0.14754098360655737
P38159,RBMX,0.03278688524590164
P39687,ANP32A,0.4426229508196721
P40925,MDH1,0.04918032786885246
P42677,RPS27,0.04918032786885246
P47897,QARS,0.03278688524590164
P49915,GMPS,0.06557377049180328
P51991,HNRNPA3,0.04918032786885246
P52565,ARHGDIA,0.6557377049180327
P53396,ACLY,0.04918032786885246
P54886,ALDH18A1,0.8032786885245902
P61353,RPL27,0.16393442622950818
P61604,HSPE1,0.06557377049180328
P62244,RPS15A,0.13114754098360656
P62266,RPS23,0.08196721311475409
P62854,RPS26;RPS26P11,0.21311475409836064
P63010,AP2B1,0.04918032786885246
P63104,YWHAZ,0.03278688524590164
P63241,EIF5A;EIF5AL1,0.9672131147540983
P68371,TUBB4B,0.29508196721311475
P78417,GSTO1,0.32786885245901637
Q00325-2,SLC25A3,0.39344262295081966
Q01105,SET,0.21311475409836064
Q01518,CAP1,0.2459016393442623
Q07666,KHDRBS1,0.26229508196721313
Q08J23,NSUN2,0.11475409836065574
Q12906,ILF3,0.19672131147540983
Q13813,SPTAN1,0.13114754098360656
Q14697,GANAB,0.14754098360655737
Q15056,EIF4H,0.26229508196721313
Q5TEC6,HIST2H3PS2,0.13114754098360656
Q8NBS9,TXNDC5,0.04918032786885246
Q8NC51,SERBP1,0.08196721311475409
Q8NC51-3,SERBP1,0.13114754098360656
Q92598,HSPH1,0.09836065573770492
Q92945,KHSRP,0.11475409836065574
O14818,PSMA7,0.21311475409836064
P26599,PTBP1,0.8032786885245902
P27635,RPL10,0.639344262295082
P31040,SDHA,0.3114754098360656
Q96AE4,FUBP1,0.09836065573770492
P31939,ATIC,0.16393442622950818
P45880,VDAC2,0.29508196721311475
P46013,MKI67,0.21311475409836064
P62701,RPS4X,0.8032786885245902
Q6DD88,ATL3,0.03278688524590164
Q9BQG0,MYBBP1A,0.3114754098360656
Q9HB71,CACYBP,0.19672131147540983
Q9NQC3-2,RTN4,0.08196721311475409
Q9P2J5,LARS,0.03278688524590164
Q9Y230,RUVBL2,0.03278688524590164
Q9Y4L1,HYOU1,0.04918032786885246
P11940,PABPC1,0.8360655737704918
Q00839,HNRNPU,0.21311475409836064
Q14980,NUMA1,0.5737704918032787
P06748,NPM1,0.7377049180327869
P15880,RPS2,0.5409836065573771
Q99623,PHB2,0.7868852459016393
C9JNW5,RPL24,0.8852459016393442
Q9HBL7,PLGRKT,0.9508196721311475
Q7Z6Z7,HUWE1,0.9508196721311475
P62979,RPS27A,0.9672131147540983
Q15366-3,PCBP2,0.9672131147540983
Q96TA1,FAM129B,0.9672131147540983
P30044,PRDX5,0.9508196721311475
Q9BQE3,TUBA1C,0.9836065573770492
Q9UHD1,CHORDC1,0.9672131147540983
P17980,PSMC3,0.8688524590163934
P46777,RPL5,0.8032786885245902
Q9UN86,G3BP2,0.9508196721311475
P68104,EEF1A1,0.9836065573770492
P11177,PDHB,0.9672131147540983
O75534,CSDE1,0.9836065573770492
